Year of Birth,Gender,Ethnicity,Child's First Name,Count,Rank
2011,Female,Hispanic,Geraldine,13,75
2011,Female,Hispanic,Gia,21,67
2011,Female,Hispanic,Gianna,49,42
2011,Female,Hispanic,Giselle,38,51
2011,Female,Hispanic,Grace,36,53
2011,Female,Hispanic,Guadalupe,26,62
2011,Female,Hispanic,Hailey,126,8
2011,Female,Hispanic,Haley,14,74
2011,Female,Hispanic,Hannah,17,71
2011,Female,Hispanic,Haylee,17,71
2011,Female,Hispanic,Hayley,13,75
2011,Female,Hispanic,Hazel,10,78
2011,Female,Hispanic,Heaven,15,73
2011,Female,Hispanic,Heidi,15,73
2011,Female,Hispanic,Heidy,16,72
2011,Female,Hispanic,Helen,13,75
2011,Female,Hispanic,Imani,11,77
2011,Female,Hispanic,Ingrid,11,77
2011,Female,Hispanic,Irene,11,77
2011,Female,Hispanic,Iris,10,78
2011,Female,Hispanic,Isabel,28,60
2011,Female,Hispanic,Isabela,10,78
2011,Female,Hispanic,Isabella,331,1
2011,Female,Hispanic,Isabelle,18,70
2011,Female,Hispanic,Isis,13,75
2011,Female,Hispanic,Itzel,27,61
2011,Female,Hispanic,Izabella,23,65
2011,Female,Hispanic,Jacqueline,30,58
2011,Female,Hispanic,Jada,21,67
2011,Female,Hispanic,Jade,50,41
2011,Female,Hispanic,Jaelynn,11,77
2011,Female,Hispanic,Jamie,11,77
2011,Female,Hispanic,Janelle,12,76
2011,Female,Hispanic,Jaslene,11,77
2011,Female,Hispanic,Jasmin,20,68
2011,Female,Hispanic,Jasmine,41,48
2011,Female,Hispanic,Jayda,10,78
2011,Female,Hispanic,Jayla,33,55
2011,Female,Hispanic,Jaylah,12,76
2011,Female,Hispanic,Jayleen,51,40
2011,Female,Hispanic,Jaylene,22,66
2011,Female,Hispanic,Jaylin,13,75
2011,Female,Hispanic,Jaylyn,10,78
2011,Female,Hispanic,Jazlyn,16,72
2011,Female,Hispanic,Jazmin,24,64
2011,Female,Hispanic,Jazmine,14,74
2011,Female,Hispanic,Jennifer,59,34
2011,Female,Hispanic,Jessica,46,44
2011,Female,Hispanic,Jimena,11,77
2011,Female,Hispanic,Jocelyn,46,44
2011,Female,Hispanic,Johanna,12,76
2011,Female,Hispanic,Joselyn,30,58
2011,Female,Hispanic,Julia,22,66
2011,Female,Hispanic,Juliana,16,72
2011,Female,Hispanic,Julianna,21,67
2011,Female,Hispanic,Juliet,20,68
2011,Female,Hispanic,Juliette,15,73
2011,Female,Hispanic,Julissa,16,72
2011,Female,Hispanic,Kaelyn,11,77
2011,Female,Hispanic,Kailey,20,68
2011,Female,Hispanic,Kailyn,11,77
2011,Female,Hispanic,Kaitlyn,31,57
2011,Female,Hispanic,Kamila,36,53
2011,Female,Hispanic,Karen,41,48
2011,Female,Hispanic,Karla,25,63
2011,Female,Hispanic,Kate,27,61
2011,Female,Hispanic,Katelyn,23,65
2011,Female,Hispanic,Katelynn,10,78
2011,Female,Hispanic,Katherine,60,33
2011,Female,Hispanic,Katie,12,76
2011,Female,Hispanic,Kayla,62,31
2011,Female,Hispanic,Kaylee,83,20
2011,Female,Hispanic,Kayleen,19,69
2011,Female,Hispanic,Kayleigh,10,78
2011,Female,Hispanic,Kaylie,15,73
2011,Female,Hispanic,Kaylin,12,76
2011,Female,Hispanic,Keily,17,71
2011,Female,Hispanic,Kelly,41,48
2011,Female,Hispanic,Keyla,12,76
2011,Female,Hispanic,Khloe,57,35
2011,Female,Hispanic,Kiara,36,53
2011,Female,Hispanic,Kimberly,103,13
2011,Female,Hispanic,Krystal,13,75
2011,Female,Hispanic,Kylee,10,78
2011,Female,Hispanic,Kylie,37,52
2011,Female,Hispanic,Laila,29,59
2011,Female,Hispanic,Laura,14,74
2011,Female,Hispanic,Lauren,21,67
2011,Female,Hispanic,Layla,52,39
2011,Female,Hispanic,Lea,10,78
2011,Female,Hispanic,Leah,123,9
2011,Female,Hispanic,Leila,20,68
2011,Female,Hispanic,Leilani,33,55
2011,Female,Hispanic,Lesley,12,76
2011,Female,Hispanic,Leslie,66,27
2011,Female,Hispanic,Lesly,16,72
2011,Female,Hispanic,Leyla,10,78
2011,Female,Hispanic,Lia,26,62
2011,Female,Hispanic,Liana,18,70
2011,Female,Hispanic,Liliana,28,60
2011,Female,Hispanic,Lily,21,67
2011,Female,Hispanic,Lindsay,12,76
2011,Female,Hispanic,Lizbeth,30,58
2011,Female,Hispanic,London,27,61
2011,Female,Hispanic,Lucia,20,68
2011,Female,Hispanic,Luna,24,64
2011,Female,Hispanic,Luz,25,63
2011,Female,Hispanic,Madeline,15,73
2011,Female,Hispanic,Madelyn,16,72
2011,Female,Hispanic,Madison,122,10
2011,Female,Hispanic,Makayla,32,56
2011,Female,Hispanic,Maria,59,34
2011,Female,Hispanic,Mariah,33,55
2011,Female,Hispanic,Mariana,12,76
2011,Female,Hispanic,Marilyn,10,78
2011,Female,Hispanic,Marisol,10,78
2011,Female,Hispanic,Maya,49,42
2011,Female,Hispanic,Megan,11,77
2011,Female,Hispanic,Melanie,109,12
2011,Female,Hispanic,Melany,14,74
2011,Female,Hispanic,Melissa,50,41
2011,Female,Hispanic,Melody,23,65
2011,Female,Hispanic,Mia,229,2
2011,Female,Hispanic,Miah,17,71
2011,Female,Hispanic,Michelle,51,40
2011,Female,Hispanic,Mikaela,14,74
2011,Female,Hispanic,Mikayla,26,62
2011,Female,Hispanic,Mila,19,69
2011,Female,Hispanic,Miley,17,71
2011,Female,Hispanic,Miranda,11,77
2011,Female,Hispanic,Miriam,11,77
2011,Female,Hispanic,Mya,29,59
2011,Female,Hispanic,Nadia,14,74
2011,Female,Hispanic,Nancy,10,78
2011,Female,Hispanic,Naomi,22,66
2011,Female,Hispanic,Natalia,50,41
2011,Female,Hispanic,Natalie,46,44
2011,Female,Hispanic,Nataly,13,75
2011,Female,Hispanic,Natasha,11,77
2011,Female,Hispanic,Nathalia,10,78
2011,Female,Hispanic,Nathalie,26,62
2011,Female,Hispanic,Nathaly,20,68
2011,Female,Hispanic,Nayeli,17,71
2011,Female,Hispanic,Nevaeh,32,56
2011,Female,Hispanic,Nicole,71,25
2011,Female,Hispanic,Nina,11,77
2011,Female,Hispanic,Noemi,11,77
2011,Female,Hispanic,Nyla,16,72
2011,Female,Hispanic,Olivia,86,18
2011,Female,Hispanic,Paola,10,78
2011,Female,Hispanic,Penelope,14,74
2011,Female,Hispanic,Perla,12,76
2011,Female,Hispanic,Rachel,25,63
2011,Female,Hispanic,Raquel,11,77
2011,Female,Hispanic,Rebecca,10,78
2011,Female,Hispanic,Rihanna,21,67
2011,Female,Hispanic,Riley,12,76
2011,Female,Hispanic,Rosa,10,78
2011,Female,Hispanic,Rose,11,77
2011,Female,Hispanic,Roselyn,16,72
2011,Female,Hispanic,Ruby,20,68
2011,Female,Hispanic,Sabrina,25,63
2011,Female,Hispanic,Sadie,11,77
2011,Female,Hispanic,Samantha,100,14
2011,Female,Hispanic,Samara,12,76
2011,Female,Hispanic,Sara,29,59
2011,Female,Hispanic,Sarah,53,38
2011,Female,Hispanic,Sarai,24,64
2011,Female,Hispanic,Sariah,10,78
2011,Female,Hispanic,Sasha,10,78
2011,Female,Hispanic,Savanna,10,78
2011,Female,Hispanic,Savannah,38,51
2011,Female,Hispanic,Scarlet,29,59
2011,Female,Hispanic,Scarlett,65,28
2011,Female,Hispanic,Selena,15,73
2011,Female,Hispanic,Serenity,37,52
2011,Female,Hispanic,Sherlyn,13,75
2011,Female,Hispanic,Shirley,15,73
2011,Female,Hispanic,Sienna,17,71
2011,Female,Hispanic,Skyla,21,67
2011,Female,Hispanic,Skylar,12,76
2011,Female,Hispanic,Sofia,165,6
2011,Female,Hispanic,Sophia,223,3
2011,Female,Hispanic,Sophie,12,76
2011,Female,Hispanic,Stacy,10,78
2011,Female,Hispanic,Stella,11,77
2011,Female,Hispanic,Stephanie,50,41
2011,Female,Hispanic,Stephany,11,77
2011,Female,Hispanic,Tatiana,11,77
2011,Female,Hispanic,Taylor,13,75
2011,Female,Hispanic,Tiana,11,77
2011,Female,Hispanic,Tiffany,24,64
2011,Female,Hispanic,Valentina,85,19
2011,Female,Hispanic,Valeria,45,45
2011,Female,Hispanic,Valerie,53,38
2011,Female,Hispanic,Vanessa,42,47
2011,Female,Hispanic,Veronica,10,78
2011,Female,Hispanic,Victoria,114,11
2011,Female,Hispanic,Violet,14,74
2011,Female,Hispanic,Viviana,11,77
2011,Female,Hispanic,Wendy,12,76
2011,Female,Hispanic,Ximena,18,70
2011,Female,Hispanic,Yamilet,11,77
2011,Female,Hispanic,Yaretzi,22,66
2011,Female,Hispanic,Zoe,65,28
2011,Female,Hispanic,Zoey,27,61
2011,Female,White non hispanic,Abigail,103,19
2011,Female,White non hispanic,Addison,19,72
2011,Female,White non hispanic,Adele,22,69
2011,Female,White non hispanic,Adeline,12,79
2011,Female,White non hispanic,Adina,19,72
2011,Female,White non hispanic,Adriana,29,62
2011,Female,White non hispanic,Adrianna,18,73
2011,Female,White non hispanic,Ahuva,16,75
2011,Female,White non hispanic,Alessandra,20,71
2011,Female,White non hispanic,Alessia,14,77
2011,Female,White non hispanic,Alexa,54,40
2011,Female,White non hispanic,Alexandra,109,17
2011,Female,White non hispanic,Alexis,27,64
2011,Female,White non hispanic,Alice,50,43
2011,Female,White non hispanic,Alicia,11,80
2011,Female,White non hispanic,Alina,11,80
2011,Female,White non hispanic,Alisa,14,77
2011,Female,White non hispanic,Aliza,22,69
2011,Female,White non hispanic,Allison,15,76
2011,Female,White non hispanic,Alyssa,28,63
2011,Female,White non hispanic,Amanda,15,76
2011,Female,White non hispanic,Amelia,62,37
2011,Female,White non hispanic,Amelie,15,76
2011,Female,White non hispanic,Amina,17,74
2011,Female,White non hispanic,Amira,11,80
2011,Female,White non hispanic,Amy,11,80
2011,Female,White non hispanic,Anastasia,19,72
2011,Female,White non hispanic,Angelica,10,81
2011,Female,White non hispanic,Angelina,50,43
2011,Female,White non hispanic,Anna,85,25
2011,Female,White non hispanic,Annabel,14,77
2011,Female,White non hispanic,Annabelle,27,64
2011,Female,White non hispanic,Ariana,27,64
2011,Female,White non hispanic,Arianna,28,63
2011,Female,White non hispanic,Ariel,14,77
2011,Female,White non hispanic,Ariela,10,81
2011,Female,White non hispanic,Ariella,26,65
2011,Female,White non hispanic,Ashley,20,71
2011,Female,White non hispanic,Atara,10,81
2011,Female,White non hispanic,Aubrey,10,81
2011,Female,White non hispanic,Audrey,26,65
2011,Female,White non hispanic,Autumn,10,81
2011,Female,White non hispanic,Ava,162,8
2011,Female,White non hispanic,Avery,52,41
2011,Female,White non hispanic,Avigail,11,80
2011,Female,White non hispanic,Aviva,18,73
2011,Female,White non hispanic,Ayla,10,81
2011,Female,White non hispanic,Baila,40,51
2011,Female,White non hispanic,Barbara,12,79
2011,Female,White non hispanic,Batsheva,20,71
2011,Female,White non hispanic,Batya,15,76
2011,Female,White non hispanic,Beatrice,33,58
2011,Female,White non hispanic,Bella,22,69
2011,Female,White non hispanic,Bianca,10,81
2011,Female,White non hispanic,Blake,14,77
2011,Female,White non hispanic,Blima,20,71
2011,Female,White non hispanic,Blimy,23,68
2011,Female,White non hispanic,Bracha,24,67
2011,Female,White non hispanic,Breindy,15,76
2011,Female,White non hispanic,Brianna,32,59
2011,Female,White non hispanic,Bridget,14,77
2011,Female,White non hispanic,Brooke,33,58
2011,Female,White non hispanic,Brooklyn,15,76
2011,Female,White non hispanic,Brucha,19,72
2011,Female,White non hispanic,Bruchy,13,78
2011,Female,White non hispanic,Brynn,14,77
2011,Female,White non hispanic,Caitlin,11,80
2011,Female,White non hispanic,Cameron,11,80
2011,Female,White non hispanic,Caroline,52,41
2011,Female,White non hispanic,Casey,12,79
2011,Female,White non hispanic,Catherine,33,58
2011,Female,White non hispanic,Cecilia,16,75
2011,Female,White non hispanic,Celia,10,81
2011,Female,White non hispanic,Chana,132,10
2011,Female,White non hispanic,Chany,38,53
2011,Female,White non hispanic,Charlie,14,77
2011,Female,White non hispanic,Charlotte,127,12
2011,Female,White non hispanic,Chava,46,46
2011,Female,White non hispanic,Chavy,10,81
2011,Female,White non hispanic,Chaya,178,5
2011,Female,White non hispanic,Chloe,95,22
2011,Female,White non hispanic,Christina,14,77
2011,Female,White non hispanic,Claire,35,56
2011,Female,White non hispanic,Clara,28,63
2011,Female,White non hispanic,Colette,14,77
2011,Female,White non hispanic,Cora,10,81
2011,Female,White non hispanic,Dahlia,15,76
2011,Female,White non hispanic,Daisy,13,78
2011,Female,White non hispanic,Dalia,10,81
2011,Female,White non hispanic,Daniela,13,78
2011,Female,White non hispanic,Daniella,41,50
2011,Female,White non hispanic,Danielle,15,76
2011,Female,White non hispanic,Devora,17,74
2011,Female,White non hispanic,Devorah,44,48
2011,Female,White non hispanic,Diana,13,78
2011,Female,White non hispanic,Dina,41,50
2011,Female,White non hispanic,Dylan,20,71
2011,Female,White non hispanic,Eden,24,67
2011,Female,White non hispanic,Eleanor,39,52
2011,Female,White non hispanic,Elena,19,72
2011,Female,White non hispanic,Eliana,36,55
2011,Female,White non hispanic,Elise,13,78
2011,Female,White non hispanic,Elisheva,14,77
2011,Female,White non hispanic,Eliza,25,66
2011,Female,White non hispanic,Elizabeth,100,21
2011,Female,White non hispanic,Ella,127,12
2011,Female,White non hispanic,Elle,17,74
2011,Female,White non hispanic,Elliana,11,80
2011,Female,White non hispanic,Ellie,26,65
2011,Female,White non hispanic,Eloise,24,67
2011,Female,White non hispanic,Emerson,16,75
2011,Female,White non hispanic,Emilia,33,58
2011,Female,White non hispanic,Emily,119,14
2011,Female,White non hispanic,Emma,213,2
2011,Female,White non hispanic,Erin,15,76
2011,Female,White non hispanic,Ester,14,77
2011,Female,White non hispanic,Esther,224,1
2011,Female,White non hispanic,Esty,18,73
2011,Female,White non hispanic,Etty,15,76
2011,Female,White non hispanic,Eva,64,35
2011,Female,White non hispanic,Eve,22,69
2011,Female,White non hispanic,Evelyn,39,52
2011,Female,White non hispanic,Faiga,16,75
2011,Female,White non hispanic,Faigy,72,30
2011,Female,White non hispanic,Finley,11,80
2011,Female,White non hispanic,Fiona,30,61
2011,Female,White non hispanic,Fradel,16,75
2011,Female,White non hispanic,Fraidy,26,65
2011,Female,White non hispanic,Francesca,33,58
2011,Female,White non hispanic,Frimet,10,81
2011,Female,White non hispanic,Gabriela,19,72
2011,Female,White non hispanic,Gabriella,102,20
2011,Female,White non hispanic,Gabrielle,15,76
2011,Female,White non hispanic,Gemma,15,76
2011,Female,White non hispanic,Genevieve,12,79
2011,Female,White non hispanic,Georgia,26,65
2011,Female,White non hispanic,Gia,26,65
2011,Female,White non hispanic,Gianna,68,33
2011,Female,White non hispanic,Giovanna,10,81
2011,Female,White non hispanic,Gittel,23,68
2011,Female,White non hispanic,Gitty,82,27
2011,Female,White non hispanic,Giuliana,41,50
2011,Female,White non hispanic,Golda,14,77
2011,Female,White non hispanic,Goldy,33,58
2011,Female,White non hispanic,Grace,93,24
2011,Female,White non hispanic,Greta,12,79
2011,Female,White non hispanic,Hadassa,11,80
2011,Female,White non hispanic,Hadassah,15,76
2011,Female,White non hispanic,Hailey,34,57
2011,Female,White non hispanic,Hanna,11,80
2011,Female,White non hispanic,Hannah,71,31
2011,Female,White non hispanic,Harper,30,61
2011,Female,White non hispanic,Hazel,18,73
2011,Female,White non hispanic,Henny,18,73
2011,Female,White non hispanic,Hindy,37,54
2011,Female,White non hispanic,Idy,10,81
2011,Female,White non hispanic,Ilana,10,81
2013,Male,Hispanic,Jared,25,80
2011,Female,White non hispanic,Isabel,34,57
2011,Female,White non hispanic,Isabella,160,9
2011,Female,White non hispanic,Isabelle,25,66
2011,Female,White non hispanic,Isla,14,77
2011,Female,White non hispanic,Ivy,15,76
2011,Female,White non hispanic,Izabella,10,81
2011,Female,White non hispanic,Jacqueline,20,71
2011,Female,White non hispanic,Jane,27,64
2011,Female,White non hispanic,Jasmine,14,77
2011,Female,White non hispanic,Jenna,22,69
2011,Female,White non hispanic,Jessica,22,69
2011,Female,White non hispanic,Jordyn,11,80
2011,Female,White non hispanic,Josephine,33,58
2011,Female,White non hispanic,Joyce,14,77
2011,Female,White non hispanic,Julia,116,15
2011,Female,White non hispanic,Juliana,38,53
2011,Female,White non hispanic,Julianna,28,63
2011,Female,White non hispanic,Julie,10,81
2011,Female,White non hispanic,Juliet,36,55
2011,Female,White non hispanic,Juliette,23,68
2011,Female,White non hispanic,Kaitlyn,17,74
2011,Female,Hispanic,Arely,12,76
2011,Female,White non hispanic,Kate,17,74
2011,Female,White non hispanic,Katherine,44,48
2011,Female,White non hispanic,Kathryn,12,79
2011,Female,White non hispanic,Kayla,45,47
2011,Female,White non hispanic,Kaylee,11,80
2011,Female,White non hispanic,Kira,11,80
2011,Female,White non hispanic,Kylie,13,78
2011,Female,White non hispanic,Laila,23,68
2011,Female,White non hispanic,Lara,13,78
2011,Female,White non hispanic,Laura,18,73
2011,Female,White non hispanic,Lauren,26,65
2011,Female,White non hispanic,Layla,29,62
2011,Female,White non hispanic,Lea,29,62
2011,Female,White non hispanic,Leah,183,3
2011,Female,White non hispanic,Leila,10,81
2011,Female,White non hispanic,Lena,29,62
2011,Female,White non hispanic,Leora,12,79
2011,Female,White non hispanic,Lia,23,68
2011,Female,White non hispanic,Liana,17,74
2011,Female,White non hispanic,Liba,20,71
2011,Female,White non hispanic,Libby,23,68
2011,Female,White non hispanic,Lila,34,57
2011,Female,White non hispanic,Lilah,12,79
2011,Female,White non hispanic,Liliana,29,62
2011,Female,White non hispanic,Lillian,47,45
2011,Female,White non hispanic,Lilly,13,78
2011,Female,White non hispanic,Lily,81,28
2011,Female,White non hispanic,Lina,13,78
2011,Female,White non hispanic,Lola,22,69
2011,Female,White non hispanic,London,10,81
2013,Male,Hispanic,Jariel,25,80
2011,Female,White non hispanic,Lucy,47,45
2011,Female,White non hispanic,Lyla,21,70
2011,Female,White non hispanic,Mackenzie,18,73
2011,Female,White non hispanic,Madeleine,24,67
2011,Female,White non hispanic,Madeline,39,52
2011,Female,White non hispanic,Madelyn,15,76
2011,Female,White non hispanic,Madison,57,39
2011,Female,White non hispanic,Maeve,21,70
2011,Female,White non hispanic,Makayla,12,79
2011,Female,White non hispanic,Malak,15,76
2011,Female,White non hispanic,Malka,63,36
2011,Female,White non hispanic,Malky,59,38
2011,Female,White non hispanic,Margaret,25,66
2011,Female,White non hispanic,Maria,39,52
2011,Female,White non hispanic,Mariam,17,74
2011,Female,White non hispanic,Mary,16,75
2011,Female,White non hispanic,Matilda,14,77
2011,Female,White non hispanic,Maya,94,23
2011,Female,White non hispanic,Melanie,12,79
2011,Female,White non hispanic,Mia,116,15
2011,Female,White non hispanic,Michaela,15,76
2011,Female,White non hispanic,Michal,16,75
2011,Female,White non hispanic,Michelle,35,56
2011,Female,White non hispanic,Mikayla,12,79
2011,Female,White non hispanic,Mila,31,60
2011,Female,White non hispanic,Milena,13,78
2011,Female,White non hispanic,Mindy,24,67
2011,Female,White non hispanic,Miri,10,81
2011,Female,White non hispanic,Miriam,131,11
2011,Female,White non hispanic,Molly,36,55
2011,Female,White non hispanic,Morgan,20,71
2011,Female,White non hispanic,Naomi,46,46
2011,Female,White non hispanic,Natalia,20,71
2011,Female,White non hispanic,Natalie,40,51
2011,Female,White non hispanic,Nechama,25,66
2011,Female,White non hispanic,Nicole,45,47
2011,Female,White non hispanic,Nicolette,10,81
2011,Female,White non hispanic,Nina,39,52
2011,Female,White non hispanic,Noa,34,57
2011,Female,White non hispanic,Nora,23,68
2011,Female,White non hispanic,Olivia,213,2
2011,Female,White non hispanic,Paige,13,78
2011,Female,White non hispanic,Parker,13,78
2011,Female,White non hispanic,Pearl,23,68
2011,Female,White non hispanic,Penelope,38,53
2011,Female,White non hispanic,Perel,15,76
2011,Female,White non hispanic,Pessy,26,65
2011,Female,White non hispanic,Phoebe,23,68
2011,Female,White non hispanic,Piper,11,80
2011,Female,White non hispanic,Quinn,10,81
2011,Female,White non hispanic,Rachel,171,7
2011,Female,White non hispanic,Raizel,20,71
2011,Female,White non hispanic,Raizy,51,42
2011,Female,White non hispanic,Rebecca,54,40
2011,Female,White non hispanic,Reese,13,78
2011,Female,White non hispanic,Rifka,12,79
2011,Female,White non hispanic,Rifky,13,78
2011,Female,White non hispanic,Riley,28,63
2011,Female,White non hispanic,Rivka,113,16
2011,Female,White non hispanic,Rivky,43,49
2011,Female,White non hispanic,Rochel,22,69
2011,Female,White non hispanic,Roizy,13,78
2011,Female,White non hispanic,Rose,35,56
2011,Female,White non hispanic,Ruby,28,63
2011,Female,White non hispanic,Ruchy,12,79
2011,Female,White non hispanic,Ruth,11,80
2011,Female,White non hispanic,Ryan,14,77
2011,Female,White non hispanic,Sabrina,34,57
2011,Female,White non hispanic,Sadie,32,59
2011,Female,White non hispanic,Salma,17,74
2011,Female,White non hispanic,Samantha,74,29
2011,Female,White non hispanic,Sara,107,18
2011,Female,White non hispanic,Sarah,177,6
2011,Female,White non hispanic,Sasha,16,75
2011,Female,White non hispanic,Savannah,16,75
2011,Female,White non hispanic,Scarlett,31,60
2011,Female,White non hispanic,Serena,16,75
2011,Female,White non hispanic,Shaina,16,75
2011,Female,White non hispanic,Shaindel,15,76
2011,Female,White non hispanic,Shaindy,48,44
2011,Female,White non hispanic,Shevy,10,81
2011,Female,White non hispanic,Shifra,20,71
2011,Female,White non hispanic,Shira,22,69
2011,Female,White non hispanic,Shoshana,22,69
2011,Female,White non hispanic,Siena,16,75
2011,Female,White non hispanic,Sienna,38,53
2011,Female,White non hispanic,Sima,19,72
2011,Female,White non hispanic,Simi,10,81
2011,Female,White non hispanic,Simone,15,76
2011,Female,White non hispanic,Skylar,17,74
2011,Female,White non hispanic,Sloane,17,74
2011,Female,White non hispanic,Sofia,122,13
2011,Female,White non hispanic,Sophia,180,4
2011,Female,White non hispanic,Sophie,65,34
2011,Female,White non hispanic,Stella,69,32
2011,Female,White non hispanic,Summer,16,75
2011,Female,White non hispanic,Suri,14,77
2011,Female,White non hispanic,Sury,20,71
2011,Female,White non hispanic,Sydney,35,56
2011,Female,White non hispanic,Sylvia,11,80
2011,Female,White non hispanic,Talia,26,65
2011,Female,White non hispanic,Tamar,11,80
2011,Female,White non hispanic,Taylor,25,66
2011,Female,White non hispanic,Tessa,14,77
2011,Female,White non hispanic,Toby,39,52
2011,Female,White non hispanic,Tzipora,12,79
2011,Female,White non hispanic,Tziporah,10,81
2011,Female,White non hispanic,Tzippy,10,81
2011,Female,White non hispanic,Tzivia,14,77
2011,Female,White non hispanic,Valentina,31,60
2011,Female,White non hispanic,Valerie,11,80
2011,Female,White non hispanic,Vanessa,14,77
2011,Female,White non hispanic,Vera,19,72
2011,Female,White non hispanic,Veronica,22,69
2011,Female,White non hispanic,Veronika,11,80
2011,Female,White non hispanic,Victoria,84,26
2011,Female,White non hispanic,Violet,38,53
2011,Female,White non hispanic,Vivian,30,61
2011,Female,White non hispanic,Vivienne,21,70
2011,Female,White non hispanic,Willa,13,78
2011,Female,White non hispanic,Yachet,13,78
2011,Female,White non hispanic,Yael,21,70
2011,Female,White non hispanic,Yasmine,10,81
2011,Female,White non hispanic,Yehudis,23,68
2011,Female,White non hispanic,Yides,25,66
2011,Female,White non hispanic,Yitty,32,59
2011,Female,White non hispanic,Yocheved,20,71
2011,Female,White non hispanic,Zissy,25,66
2011,Female,White non hispanic,Scarlett,31,60
2011,Female,White non hispanic,Zoey,21,70
2011,Male,Asian and pacific islander,Aarav,15,51
2011,Male,Asian and pacific islander,Aaron,51,19
2011,Male,Asian and pacific islander,Abdul,20,46
2011,Male,Asian and pacific islander,Abdullah,30,36
2011,Male,Asian and pacific islander,Adam,28,38
2011,Male,Asian and pacific islander,Aditya,14,52
2011,Male,Asian and pacific islander,Adrian,19,47
2011,Male,Asian and pacific islander,Ahmed,21,45
2011,Male,Asian and pacific islander,Aidan,32,34
2011,Male,Asian and pacific islander,Aiden,96,7
2011,Male,Asian and pacific islander,Alan,37,30
2011,Male,Asian and pacific islander,Alex,52,18
2011,Male,Asian and pacific islander,Alexander,47,22
2011,Male,Asian and pacific islander,Ali,13,53
2011,Male,Asian and pacific islander,Allen,14,52
2011,Male,Asian and pacific islander,Alvin,43,25
2011,Male,Asian and pacific islander,Andrew,70,14
2011,Male,Asian and pacific islander,Andy,43,25
2011,Male,Asian and pacific islander,Anson,18,48
2011,Male,Asian and pacific islander,Anthony,46,23
2011,Male,Asian and pacific islander,Arjun,27,39
2011,Male,Asian and pacific islander,Armaan,15,51
2011,Male,Asian and pacific islander,Aryan,18,48
2011,Male,Asian and pacific islander,Austin,64,16
2011,Male,Asian and pacific islander,Ayaan,31,35
2011,Male,Asian and pacific islander,Ayden,24,42
2011,Male,Asian and pacific islander,Benjamin,39,28
2011,Male,Asian and pacific islander,Benson,19,47
2011,Male,Asian and pacific islander,Brandon,29,37
2011,Male,Asian and pacific islander,Brian,40,27
2011,Male,Asian and pacific islander,Bryan,15,51
2011,Male,Asian and pacific islander,Caleb,16,50
2011,Male,Asian and pacific islander,Calvin,13,53
2011,Male,Asian and pacific islander,Carson,20,46
2011,Male,Asian and pacific islander,Charles,17,49
2011,Male,Asian and pacific islander,Christian,21,45
2011,Male,Asian and pacific islander,Christopher,21,45
2011,Male,Asian and pacific islander,Cody,10,56
2011,Male,Asian and pacific islander,Connor,11,55
2011,Male,Asian and pacific islander,Daniel,84,10
2011,Male,Asian and pacific islander,Danny,20,46
2011,Male,Asian and pacific islander,Darren,21,45
2011,Male,Asian and pacific islander,David,28,38
2011,Male,Asian and pacific islander,Derek,32,34
2011,Male,Asian and pacific islander,Devin,21,45
2011,Male,Asian and pacific islander,Dylan,53,17
2011,Male,Asian and pacific islander,Eason,10,56
2011,Male,Asian and pacific islander,Edison,14,52
2011,Male,Asian and pacific islander,Edwin,15,51
2011,Male,Asian and pacific islander,Elijah,12,54
2011,Male,Asian and pacific islander,Elvis,11,55
2011,Male,Asian and pacific islander,Eric,85,9
2011,Male,Asian and pacific islander,Ethan,177,1
2011,Male,Asian and pacific islander,Evan,51,19
2011,Male,Asian and pacific islander,Farhan,17,49
2011,Male,Asian and pacific islander,Felix,22,44
2011,Male,Asian and pacific islander,Gabriel,13,53
2011,Male,Asian and pacific islander,Gavin,27,39
2011,Male,Asian and pacific islander,George,12,54
2011,Male,Asian and pacific islander,Harrison,13,53
2011,Male,Asian and pacific islander,Hayden,10,56
2011,Male,Asian and pacific islander,Henry,21,45
2011,Male,Asian and pacific islander,Ian,22,44
2011,Male,Asian and pacific islander,Ibrahim,17,49
2011,Male,Asian and pacific islander,Isaac,13,53
2011,Male,Asian and pacific islander,Ishaan,10,56
2011,Male,Asian and pacific islander,Ivan,66,15
2011,Male,Asian and pacific islander,Jack,21,45
2011,Male,Asian and pacific islander,Jackson,13,53
2011,Male,Asian and pacific islander,Jacky,20,46
2011,Male,Asian and pacific islander,Jacob,49,21
2011,Male,Asian and pacific islander,Jaden,23,43
2011,Male,Asian and pacific islander,Jake,17,49
2011,Male,Asian and pacific islander,James,36,31
2011,Male,Asian and pacific islander,Jason,98,6
2011,Male,Asian and pacific islander,Jay,14,52
2011,Male,Asian and pacific islander,Jayden,173,2
2011,Male,Asian and pacific islander,Jeffrey,25,41
2011,Male,Asian and pacific islander,Jeremy,17,49
2011,Male,Asian and pacific islander,Jerry,25,41
2011,Male,Asian and pacific islander,Jia,15,51
2011,Male,Asian and pacific islander,John,21,45
2011,Male,Asian and pacific islander,Johnny,18,48
2011,Male,Asian and pacific islander,Jonathan,50,20
2011,Male,Asian and pacific islander,Jordan,23,43
2011,Male,Asian and pacific islander,Joseph,21,45
2011,Male,Asian and pacific islander,Joshua,36,31
2011,Male,Asian and pacific islander,Julian,11,55
